Species,Symbol,Ensembl,Family,Protein,Entrez.ID,updated_Entrez
Gallus_gallus,POU2F1,ENSGALG00000015446,Pou,ENSGALP00000029768;ENSGALP00000058555;,396463,396463
Gallus_gallus,POU2F3,ENSGALG00000006673,Pou,ENSGALP00000010779;,428240,428240
Gallus_gallus,POU3F2,ENSGALG00000038425,Pou,ENSGALP00000048093;,-,107053103
Gallus_gallus,POU3F4,ENSGALG00000029329,Pou,ENSGALP00000053918;ENSGALP00000048139;,-,100857422
Gallus_gallus,POU4F1,ENSGALG00000035441,Pou,ENSGALP00000046501;ENSGALP00000054628;,100857623,100857623
Gallus_gallus,POU4F2,ENSGALG00000037094,Pou,ENSGALP00000058394;,-,428735
Gallus_gallus,POU4F3,ENSGALG00000043334,Pou,ENSGALP00000050975;,-,107054548
Gallus_gallus,POU4F3,ENSGALG00000034567,Pou,ENSGALP00000055381;,395521,395521
Gallus_gallus,Pou5f3,ENSGALG00000031482,Pou,ENSGALP00000046103;,427781,427781
Gallus_gallus,POU6F1,ENSGALG00000043072,Pou,ENSGALP00000055713;,-,107049477
Gallus_gallus,POU6F2,ENSGALG00000031713,Pou,ENSGALP00000051133;,420763,420763
Gallus_gallus,PPARA,ENSGALG00000041470,THR-like,ENSGALP00000053048;,374120,374120
Gallus_gallus,PPARD,ENSGALG00000002588,THR-like,ENSGALP00000004067;,395479,395479
Gallus_gallus,PPARG,ENSGALG00000004974,THR-like,ENSGALP00000007962;,373928,373928
Gallus_gallus,PRDM1,ENSGALG00000039641,zf-C2H2,ENSGALP00000054431;,-,445340
Gallus_gallus,PRDM12,ENSGALG00000003895,zf-C2H2,ENSGALP00000006182;,417183,417183
Gallus_gallus,PRDM13,ENSGALG00000038476,zf-C2H2,ENSGALP00000053367;,-,107053098
Gallus_gallus,PRDM15,ENSGALG00000019178,zf-C2H2,ENSGALP00000056188;ENSGALP00000025970;,418531,418531
Gallus_gallus,PRDM16,ENSGALG00000036728,zf-C2H2,ENSGALP00000050010;,419388,419388
Gallus_gallus,PRDM2,ENSGALG00000038780,zf-C2H2,ENSGALP00000045987;ENSGALP00000056085;,419478,419478
Gallus_gallus,PRDM4,ENSGALG00000012619,zf-C2H2,ENSGALP00000058153;ENSGALP00000020571;,418065,418065
Gallus_gallus,PRDM5,ENSGALG00000011963,zf-C2H2,ENSGALP00000019484;ENSGALP00000052170;,422673,422673
Gallus_gallus,PRDM6,ENSGALG00000005351,zf-C2H2,ENSGALP00000008574;,426800,426800
Gallus_gallus,PREB,ENSGALG00000029369,Others,-,100858986,100858986
Gallus_gallus,PROX1,ENSGALG00000009791,HPD,ENSGALP00000015910;ENSGALP00000058601;ENSGALP00000046083;,395802,395802
Gallus_gallus,PROX2 ,ENSGALG00000023113,HPD,ENSGALP00000036955;,-,101749071
Gallus_gallus,PRRX1,ENSGALG00000003324,Homeobox,ENSGALP00000058661;ENSGALP00000056263;ENSGALP00000064163;ENSGALP00000060137;ENSGALP00000005255;,373941,373941
Gallus_gallus,PRRX2,ENSGALG00000028236,Homeobox,ENSGALP00000041949;,396314,396314
Gallus_gallus,PTF1A,ENSGALG00000027144,bHLH,ENSGALP00000041335;,-,107052623
Gallus_gallus,PURA,ENSGALG00000029387,Others,-,-,430546
Gallus_gallus,PURG,ENSGALG00000027562,Others,-,428737,428737
Gallus_gallus,RAD54L,ENSGALG00000010356,Others,-,424611,424611
Gallus_gallus,RAG1,ENSGALG00000007938,Others,-,423164,423164
Gallus_gallus,RARA,ENSGALG00000037935,THR-like,ENSGALP00000062385;ENSGALP00000047963;,395213,395213
Gallus_gallus,RARA ,ENSGALG00000036308,Miscellaneous,ENSGALP00000053951;,-,395213
Gallus_gallus,RARB,ENSGALG00000011298,THR-like,ENSGALP00000052356;ENSGALP00000057469;ENSGALP00000047942;ENSGALP00000036953;,396266,396266
Gallus_gallus,RAX,ENSGALG00000033279,Homeobox,ENSGALP00000057093;ENSGALP00000043973;,100677794,100677794
Gallus_gallus,RAX2,ENSGALG00000013431,Homeobox,ENSGALP00000031663;,373893,373893
Gallus_gallus,RBPJ,ENSGALG00000014365,CSL,ENSGALP00000023161;ENSGALP00000053948;,-,422802
Gallus_gallus,RBPJL,ENSGALG00000003952,CSL,ENSGALP00000006289;ENSGALP00000044380;,419185,419185
Gallus_gallus,RCOR1,ENSGALG00000011384,MYB,ENSGALP00000018546;,428911,428911
Gallus_gallus,RCOR3,ENSGALG00000009871,MYB,ENSGALP00000016032;,421380,421380
Gallus_gallus,REL,ENSGALG00000007845,RHD,ENSGALP00000039504;ENSGALP00000053509;,396500,396500
Gallus_gallus,RELA,ENSGALG00000039409,RHD,ENSGALP00000047666;ENSGALP00000045204;,396027,396027
Gallus_gallus,RFX2,ENSGALG00000001773,RFX,ENSGALP00000054710;ENSGALP00000002721;,420092,420092
Gallus_gallus,RFX3,ENSGALG00000010179,RFX,ENSGALP00000016529;,427351,427351
Gallus_gallus,RFX4,ENSGALG00000012647,RFX,ENSGALP00000057845;ENSGALP00000020611;,418070,418070
Gallus_gallus,RFX5,ENSGALG00000000836,RFX,ENSGALP00000001224;,100857912,100857912
Gallus_gallus,RFX6,ENSGALG00000014918,RFX,ENSGALP00000024015;,421737,421737
Gallus_gallus,RFX8,ENSGALG00000045388,RFX,ENSGALP00000064222;,418713,418713
Gallus_gallus,RFXANK,ENSGALG00000037261,Others,-,426623,426623
Gallus_gallus,RLF,ENSGALG00000000862,zf-C2H2,ENSGALP00000001262;,419573,419573
Gallus_gallus,RORA,ENSGALG00000003759,THR-like,ENSGALP00000005957;,415377,415377
Gallus_gallus,RORB,ENSGALG00000015150,THR-like,ENSGALP00000024399;,395980,395980
Gallus_gallus,RORC,ENSGALG00000033941,THR-like,ENSGALP00000049570;,-,777355
Gallus_gallus,RREB1,ENSGALG00000012799,zf-C2H2,ENSGALP00000036443;,395920,395920
Gallus_gallus,RUNX1,ENSGALG00000016022,Runt,ENSGALP00000025762;,396152,396152
Gallus_gallus,RUNX2,ENSGALG00000040276,Runt,ENSGALP00000050655;,373919,373919
Gallus_gallus,RUNX3,ENSGALG00000043372,Runt,ENSGALP00000049048;,769687,769687
Gallus_gallus,RXRA,ENSGALG00000042055,Miscellaneous,ENSGALP00000046810;,-,417143
Gallus_gallus,RXRG,ENSGALG00000040730,RXR-like,ENSGALP00000056908;,396231,396231
Gallus_gallus,SALL1,ENSGALG00000039238,zf-C2H2,ENSGALP00000051776;ENSGALP00000053895;ENSGALP00000043894;ENSGALP00000043618;,395446,395446
Gallus_gallus,SALL3,ENSGALG00000041404,zf-C2H2,ENSGALP00000043732;,395359,395359
Gallus_gallus,SALL4,ENSGALG00000041365,zf-C2H2,ENSGALP00000046290;,769286,769286
Gallus_gallus,SATB1,ENSGALG00000011254,CUT,ENSGALP00000056821;ENSGALP00000018340;ENSGALP00000041108;,420647,420647
Gallus_gallus,SATB2,ENSGALG00000008135,CUT,ENSGALP00000013186;ENSGALP00000043071;,424063,424063
Gallus_gallus,SCRT1,ENSGALG00000040641,zf-C2H2,ENSGALP00000057020;,100858452,100858452
Gallus_gallus,SCRT2,ENSGALG00000028912,zf-C2H2,ENSGALP00000042878;,100379662,100379662
Gallus_gallus,SCRT2 ,ENSGALG00000031445,zf-C2H2,ENSGALP00000043595;,-,100379662
Gallus_gallus,SCX,ENSGALG00000043433,bHLH,ENSGALP00000051519;,374101,374101
Gallus_gallus,SEBOX,ENSGALG00000032393,Homeobox,ENSGALP00000047607;,-,417567
Gallus_gallus,SETBP1,ENSGALG00000036775,Others,-,416376,416376
Gallus_gallus,SETDB1,ENSGALG00000024051,MBD,ENSGALP00000039776;,100859816,100859816
Gallus_gallus,SETDB2,ENSGALG00000017006,MBD,ENSGALP00000027418;,418866,418866
Gallus_gallus,SFPQ,ENSGALG00000002514,Others,-,395803,395803
Gallus_gallus,SHOX,ENSGALG00000016698,Homeobox,ENSGALP00000026898;,418669,418669
Gallus_gallus,SIM1,ENSGALG00000015466,bHLH,ENSGALP00000024893;,396129,396129
Gallus_gallus,SIM2,ENSGALG00000016044,bHLH,ENSGALP00000025802;,418515,418515
Gallus_gallus,SIX1,ENSGALG00000029401,Homeobox,ENSGALP00000046244;,693262,693262
Gallus_gallus,SIX2,ENSGALG00000023303,Homeobox,ENSGALP00000043451;,724086,724086
Gallus_gallus,SIX3,ENSGALG00000032259,Homeobox,ENSGALP00000058342;,378786,378786
Gallus_gallus,SIX4,ENSGALG00000017389,Homeobox,ENSGALP00000028023;,395601,395601
Gallus_gallus,SIX6,ENSGALG00000020359,Homeobox,ENSGALP00000036574;,395843,395843
Gallus_gallus,SLC2A4RG,ENSGALG00000041659,Others,-,-,100858363
Gallus_gallus,SMAD1,ENSGALG00000009977,MH1,ENSGALP00000016198;,395680,395680
Gallus_gallus,SMAD2Z,ENSGALG00000036001,MH1,ENSGALP00000058482;ENSGALP00000055416;,395247,395247
Gallus_gallus,SMAD3,ENSGALG00000035701,MH1,ENSGALP00000058076;ENSGALP00000055964;,395132,395132
Gallus_gallus,SMAD4,ENSGALG00000039417,MH1,ENSGALP00000044859;,-,107055136
Gallus_gallus,SMAD5,ENSGALG00000006309,MH1,ENSGALP00000039387;ENSGALP00000050262;,395679,395679
Gallus_gallus,SMAD6,ENSGALG00000025898,MH1,ENSGALP00000049933;,-,374096
Gallus_gallus,SMAD7B,ENSGALG00000029545,MH1,ENSGALP00000056738;,107055428,395544
Gallus_gallus,SMAD9,ENSGALG00000017050,MH1,ENSGALP00000056636;ENSGALP00000027495;ENSGALP00000054339;,395543,395543
Gallus_gallus,SMARCA1,ENSGALG00000008431,MYB,ENSGALP00000046735;ENSGALP00000013722;,422358,422358
Gallus_gallus,SMARCA5,ENSGALG00000009913,MYB,ENSGALP00000016102;,422457,422457
Gallus_gallus,SMARCC1,ENSGALG00000032642,MYB,ENSGALP00000049849;,420378,420378
Gallus_gallus,SMARCC2,ENSGALG00000041592,MYB,ENSGALP00000054237;ENSGALP00000049338;,-,101747634
Gallus_gallus,SMARCE1,ENSGALG00000003882,HMG,ENSGALP00000061359;ENSGALP00000006164;,420047,420047
Gallus_gallus,SNAI1,ENSGALG00000008018,zf-C2H2,ENSGALP00000012995;ENSGALP00000052136;,396047,396047
Gallus_gallus,SNAPC4,ENSGALG00000044726,MYB,ENSGALP00000064622;,417133,417133
Gallus_gallus,SOHO-1,ENSGALG00000015599,Homeobox,ENSGALP00000025106;,396346,396346
Gallus_gallus,SOX1,ENSGALG00000030353,HMG,ENSGALP00000050087;,374240,374240
Gallus_gallus,SOX10,ENSGALG00000012290,HMG,ENSGALP00000020056;,395573,395573
Gallus_gallus,SOX12,ENSGALG00000035951,HMG,ENSGALP00000047214;,777179,777179
Gallus_gallus,SOX13,ENSGALG00000000583,HMG,ENSGALP00000000812;,419820,419820
Gallus_gallus,SOX14,ENSGALG00000037352,HMG,ENSGALP00000048810;,395526,395526
Gallus_gallus,SOX17,ENSGALG00000032851,HMG,ENSGALP00000045757;,-,428534
Gallus_gallus,SOX18,ENSGALG00000034118,HMG,ENSGALP00000050298;,-,374200
Gallus_gallus,SOX2,ENSGALG00000043460,HMG,ENSGALP00000045318;,396105,396105
Gallus_gallus,SOX21,ENSGALG00000035157,HMG,ENSGALP00000049013;,107051027,107051027
Gallus_gallus,SOX30,ENSGALG00000045860,HMG,ENSGALP00000060073;,416243,416243
Gallus_gallus,SOX4,ENSGALG00000036497,HMG,ENSGALP00000050194;,395143,395143
Gallus_gallus,SOX5,ENSGALG00000032768,HMG,ENSGALP00000043607;,418195,418195
Gallus_gallus,SOX6,ENSGALG00000006074,HMG,ENSGALP00000009790;ENSGALP00000046228;,-,423068
Gallus_gallus,SOX8,ENSGALG00000005263,HMG,ENSGALP00000008435;,395483,395483
Gallus_gallus,SOX9,ENSGALG00000004386,HMG,ENSGALP00000037718;,374148,374148
Gallus_gallus,SP1,ENSGALG00000035487,zf-C2H2,ENSGALP00000051805;ENSGALP00000061868;ENSGALP00000057803;ENSGALP00000055178;,395303,395303
Gallus_gallus,SP2,ENSGALG00000000233,zf-C2H2,ENSGALP00000000311;,425673,425673
Gallus_gallus,SP3,ENSGALG00000031796,zf-C2H2,ENSGALP00000046340;ENSGALP00000057106;,395302,395302
Gallus_gallus,SP4,ENSGALG00000039454,zf-C2H2,ENSGALP00000053835;ENSGALP00000051167;,420607,420607
Gallus_gallus,SP5,ENSGALG00000034094,zf-C2H2,ENSGALP00000046397;,693261,693261
Gallus_gallus,SP8,ENSGALG00000035725,zf-C2H2,ENSGALP00000046361;,776034,776034
Gallus_gallus,SP9,ENSGALG00000043079,zf-C2H2,ENSGALP00000044053;ENSGALP00000061408;,-,100858518
Gallus_gallus,SPI1,ENSGALG00000008127,ETS,ENSGALP00000013176;ENSGALP00000047958;,395879,395879
Gallus_gallus,SPIC,ENSGALG00000027209,ETS,ENSGALP00000040769;,427915,427915
Gallus_gallus,SREBF1,ENSGALG00000027188,bHLH,ENSGALP00000055196;ENSGALP00000060695;ENSGALP00000043197;,373915,373915
Gallus_gallus,SREBF2,ENSGALG00000041687,bHLH,ENSGALP00000057563;,395304,395304
Gallus_gallus,SRF,ENSGALG00000032029,SRF,ENSGALP00000054596;,396103,396103
Gallus_gallus,SSRP1,ENSGALG00000007520,HMG,ENSGALP00000012145;,396509,396509
Gallus_gallus,ST18,ENSGALG00000015254,zf-C2HC,ENSGALP00000024567;ENSGALP00000047672;ENSGALP00000045243;,421115,421115
Gallus_gallus,STAT1,ENSGALG00000007651,STAT,ENSGALP00000046362;ENSGALP00000012376;,424044,424044
Gallus_gallus,STAT2,ENSGALG00000030661,STAT,ENSGALP00000051677;ENSGALP00000051114;ENSGALP00000052740;,100858732,100858732
Gallus_gallus,STAT3,ENSGALG00000003267,STAT,ENSGALP00000044194;ENSGALP00000005161;,420027,420027
Gallus_gallus,STAT4,ENSGALG00000033087,STAT,ENSGALP00000049783;ENSGALP00000054547;,768406,768406
Gallus_gallus,STAT5B,ENSGALG00000003282,STAT,ENSGALP00000057979;ENSGALP00000052516;ENSGALP00000005182;ENSGALP00000047708;,395556,395556
Gallus_gallus,STAT6,ENSGALG00000029530,STAT,ENSGALP00000044705;ENSGALP00000053671;ENSGALP00000052457;ENSGALP00000056583;ENSGALP00000051902;,-,100859196
Gallus_gallus,SUB1,ENSGALG00000003248,PC4,ENSGALP00000047899;ENSGALP00000005126;,427425,427425
Gallus_gallus,T,ENSGALG00000011489,T-box,ENSGALP00000058778;ENSGALP00000018703;,395782,395782
Gallus_gallus,TADA2A,ENSGALG00000005452,MYB,ENSGALP00000047903;ENSGALP00000008736;ENSGALP00000062091;ENSGALP00000058052;ENSGALP00000063456;,417656,417656
Gallus_gallus,TAL1,ENSGALG00000023296,bHLH,ENSGALP00000057207;ENSGALP00000041680;,396298,396298
Gallus_gallus,TAL2,ENSGALG00000023114,bHLH,ENSGALP00000036958;,-,107052333
Gallus_gallus,TBR1,ENSGALG00000036378,T-box,ENSGALP00000048357;,429029,429029
Gallus_gallus,TBX1,ENSGALG00000041182,T-box,ENSGALP00000056961;ENSGALP00000047300;ENSGALP00000050189;ENSGALP00000051898;,771328,771328
Gallus_gallus,TBX15,ENSGALG00000014776,T-box,ENSGALP00000023798;,-,418313
Gallus_gallus,TBX15,ENSGALG00000037173,T-box,ENSGALP00000047144;,-,418313
Gallus_gallus,TBX18,ENSGALG00000032789,T-box,ENSGALP00000047980;ENSGALP00000060553;,395104,395104
Gallus_gallus,TBX19,ENSGALG00000015244,T-box,ENSGALP00000024551;,395793,395793
Gallus_gallus,TBX2,ENSGALG00000034297,T-box,ENSGALP00000057931;,373990,373990
Gallus_gallus,TBX20,ENSGALG00000032097,T-box,ENSGALP00000052363;,373943,373943
Gallus_gallus,TBX22,ENSGALG00000004093,T-box,ENSGALP00000039814;,373895,373895
Gallus_gallus,TBX3,ENSGALG00000036043,T-box,ENSGALP00000059643;ENSGALP00000045049;,374202,374202
Gallus_gallus,TBX4,ENSGALG00000005285,T-box,ENSGALP00000008462;,373989,373989
Gallus_gallus,TBX5,ENSGALG00000008253,T-box,ENSGALP00000062598;ENSGALP00000013419;,373988,373988
Gallus_gallus,TBX6,ENSGALG00000006374,T-box,ENSGALP00000056776;ENSGALP00000010286;,395792,395792
Gallus_gallus,TCF12,ENSGALG00000004304,bHLH,ENSGALP00000061552;,396334,396334
Gallus_gallus,TCF15,ENSGALG00000026276,bHLH,ENSGALP00000040766;,395788,395788
Gallus_gallus,TCF21,ENSGALG00000029024,bHLH,ENSGALP00000043006;,421697,421697
Gallus_gallus,TCF25,ENSGALG00000000129,Others,-,425450,425450
Gallus_gallus,TCF3,ENSGALG00000001093,bHLH,ENSGALP00000040388;ENSGALP00000054816;ENSGALP00000001635;ENSGALP00000048808;,395146,395146
Gallus_gallus,TCF7,ENSGALG00000006480,HMG,ENSGALP00000010462;,395229,395229
Gallus_gallus,TCF7L1 ,ENSGALG00000029982,HMG,ENSGALP00000045731;,-,395230
Gallus_gallus,TCF7L2,ENSGALG00000008883,HMG,ENSGALP00000032466;ENSGALP00000014420;ENSGALP00000049280;,395508,395508
Gallus_gallus,TCFL5,ENSGALG00000045499,bHLH,ENSGALP00000061534;,771446,771446
Gallus_gallus,TEAD1,ENSGALG00000005415,TEA,ENSGALP00000053977;ENSGALP00000008684;ENSGALP00000049857;,403089,403089
Gallus_gallus,TEAD3,ENSGALG00000043513,TEA,ENSGALP00000058064;ENSGALP00000046990;,395810,395810
Gallus_gallus,TEAD4,ENSGALG00000014342,TEA,ENSGALP00000023126;ENSGALP00000049119;ENSGALP00000061520;ENSGALP00000051826;ENSGALP00000054893;ENSGALP00000023127;ENSGALP00000029867;,395542,395542
Gallus_gallus,TEF,ENSGALG00000011958,TF_bZIP,ENSGALP00000048592;ENSGALP00000037167;,396342,396342
Gallus_gallus,TERF1,ENSGALG00000037453,MYB,ENSGALP00000048506;ENSGALP00000050214;,378896,378896
Gallus_gallus,TERF2,ENSGALG00000000657,MYB,ENSGALP00000000930;,395598,395598
Gallus_gallus,TERF2 ,ENSGALG00000032187,MYB,ENSGALP00000055000;,-,395598
Gallus_gallus,TET2,ENSGALG00000010592,Others,-,422540,422540
Gallus_gallus,TF,ENSGALG00000006453,Others,-,396241,396241
Gallus_gallus,TFAM,ENSGALG00000002703,HMG,ENSGALP00000004251;ENSGALP00000063033;,373888,373888
Gallus_gallus,TFAP2A,ENSGALG00000012775,AP-2,ENSGALP00000020815;,395982,112531237
Gallus_gallus,TFAP2B,ENSGALG00000016680,AP-2,ENSGALP00000043765;ENSGALP00000026865;,395713,395713
Gallus_gallus,TFAP2C,ENSGALG00000007690,AP-2,ENSGALP00000012451;,419327,419327
Gallus_gallus,TFAP2D,ENSGALG00000019842,AP-2,ENSGALP00000047464;ENSGALP00000030899;,771525,771525
Gallus_gallus,TFAP2E,ENSGALG00000039497,AP-2,ENSGALP00000053200;,419631,419631
Gallus_gallus,TFAP4,ENSGALG00000027823,bHLH,ENSGALP00000041880;,-,418400
Gallus_gallus,TFB1M,ENSGALG00000013647,Others,-,428608,428608
Gallus_gallus,TFCP2,ENSGALG00000035530,CP2,ENSGALP00000054348;,378900,378900
Gallus_gallus,TFCP2L1,ENSGALG00000011635,CP2,ENSGALP00000028533;,424238,424238
Gallus_gallus,TFDP2,ENSGALG00000025759,E2F,ENSGALP00000055400;ENSGALP00000046674;ENSGALP00000041213;,424780,424780
Gallus_gallus,TFEB,ENSGALG00000039878,bHLH,ENSGALP00000045743;ENSGALP00000055159;,419922,419922
Gallus_gallus,TFEC,ENSGALG00000040557,bHLH,ENSGALP00000047560;,417773,417773
Gallus_gallus,TGIF1,ENSGALG00000014795,Homeobox,ENSGALP00000023838;ENSGALP00000054900;ENSGALP00000044592;,396339,396339
Gallus_gallus,TGIF2,ENSGALG00000024081,Homeobox,ENSGALP00000030301;ENSGALP00000049037;,428131,428131
Gallus_gallus,THAP1,ENSGALG00000015385,THAP,ENSGALP00000024775;,-,431620
Gallus_gallus,THAP12,ENSGALG00000000838,THAP,ENSGALP00000001227;,428122,428122
Gallus_gallus,THAP4,ENSGALG00000006283,THAP,ENSGALP00000010136;,429271,429271
Gallus_gallus,THAP5,ENSGALG00000009494,THAP,ENSGALP00000015440;ENSGALP00000057276;,417784,417784
Gallus_gallus,THAP9,ENSGALG00000044141,THAP,ENSGALP00000061716;,422596,422596
Gallus_gallus,THRA,ENSGALG00000040017,THR-like,ENSGALP00000052375;ENSGALP00000050455;ENSGALP00000057478;,396251,396251
Gallus_gallus,THRB,ENSGALG00000011294,THR-like,ENSGALP00000018401;ENSGALP00000060050;ENSGALP00000018402;ENSGALP00000050545;ENSGALP00000030526;,396431,396431
Gallus_gallus,THYN1,ENSGALG00000001529,Others,-,374161,374161
Gallus_gallus,TLX1,ENSGALG00000007831,Homeobox,ENSGALP00000012693;,395868,395868
Gallus_gallus,TLX2 ,ENSGALG00000038533,Homeobox,ENSGALP00000058376;ENSGALP00000055970;,-,101747242
Gallus_gallus,TMF1,ENSGALG00000013408,Others,-,426072,426072
Gallus_gallus,TOX3,ENSGALG00000034649,HMG,ENSGALP00000051187;ENSGALP00000044469;,415724,415724
Gallus_gallus,TOX3 ,ENSGALG00000039875,HMG,ENSGALP00000050006;,-,415724
Gallus_gallus,TP63,ENSGALG00000007324,P53,ENSGALP00000032705;ENSGALP00000062182;,374269,374269
Gallus_gallus,TP73,ENSGALG00000001006,P53,ENSGALP00000001485;,419382,112530730
Gallus_gallus,TRERF1,ENSGALG00000009896,zf-C2H2,ENSGALP00000016071;ENSGALP00000048256;ENSGALP00000047207;,421386,421386
Gallus_gallus,TRPS1,ENSGALG00000031700,zf-GATA,ENSGALP00000054377;ENSGALP00000057109;,420289,420289
Gallus_gallus,TSC22D1,ENSGALG00000016971,TSC22,ENSGALP00000027371;ENSGALP00000041298;,396005,396005
Gallus_gallus,TSC22D2,ENSGALG00000027591,TSC22,ENSGALP00000042043;,100859827,100859827
Gallus_gallus,TSC22D3,ENSGALG00000027069,TSC22,ENSGALP00000043414;,768091,768091
Gallus_gallus,TSHZ1,ENSGALG00000013672,zf-C2H2,ENSGALP00000022193;,-,428513
Gallus_gallus,TSHZ2,ENSGALG00000007809,zf-C2H2,ENSGALP00000050096;ENSGALP00000012655;,419341,419341
Gallus_gallus,TSHZ3,ENSGALG00000004528,zf-C2H2,ENSGALP00000007200;,415762,415762
Gallus_gallus,TUB,ENSGALG00000005986,Tub,ENSGALP00000055677;ENSGALP00000055198;ENSGALP00000049688;,423061,423061
Gallus_gallus,TULP1,ENSGALG00000031301,Tub,ENSGALP00000054620;,395321,395321
Gallus_gallus,TULP3,ENSGALG00000013424,Tub,ENSGALP00000021856;,426085,426085
Gallus_gallus,TULP4,ENSGALG00000037377,Tub,ENSGALP00000055837;,421658,421658
Gallus_gallus,TWIST1,ENSGALG00000041640,bHLH,ENSGALP00000060441;ENSGALP00000045092;,395491,395491
Gallus_gallus,TWIST2,ENSGALG00000004274,bHLH,ENSGALP00000006787;ENSGALP00000059493;,395405,395405
Gallus_gallus,TWIST3,ENSGALG00000040220,bHLH,ENSGALP00000049630;,426886,426886
Gallus_gallus,UBP1,ENSGALG00000035630,CP2,ENSGALP00000056998;,428458,428458
Gallus_gallus,UNCX,ENSGALG00000039292,Homeobox,ENSGALP00000054685;,-,416458
Gallus_gallus,USF1,ENSGALG00000040827,bHLH,ENSGALP00000049407;,425126,425126
Gallus_gallus,USF3,ENSGALG00000031560,bHLH,ENSGALP00000045773;,418320,418320
Gallus_gallus,VAX1,ENSGALG00000009261,Homeobox,ENSGALP00000015056;,-,395582
Gallus_gallus,VDR,ENSGALG00000033090,THR-like,ENSGALP00000044158;ENSGALP00000052450;,395988,395988
Gallus_gallus,VEZF1,ENSGALG00000005530,zf-C2H2,ENSGALP00000038259;,417664,417664
Gallus_gallus,VSX1,ENSGALG00000037576,Homeobox,ENSGALP00000055813;,395537,395537
Gallus_gallus,VSX2,ENSGALG00000033517,Homeobox,ENSGALP00000048165;,395536,395536
Gallus_gallus,WDHD1,ENSGALG00000012199,HMG,ENSGALP00000050859;,423558,423558
Gallus_gallus,WIZ,ENSGALG00000039573,zf-C2H2,ENSGALP00000050445;ENSGALP00000055507;,426166,426166
Gallus_gallus,WT1,ENSGALG00000012115,zf-C2H2,ENSGALP00000051223;ENSGALP00000056301;ENSGALP00000019761;,101747322,101747322
Gallus_gallus,XBP1,ENSGALG00000005796,TF_bZIP,ENSGALP00000009296;,416918,416918
Gallus_gallus,XPA,ENSGALG00000028998,Others,-,395659,395659
Gallus_gallus,YBX1,ENSGALG00000004848,CSD,ENSGALP00000054264;ENSGALP00000064595;ENSGALP00000060280;ENSGALP00000007728;ENSGALP00000062019;,386575,386575
Gallus_gallus,YBX3,ENSGALG00000031890,CSD,ENSGALP00000046705;ENSGALP00000062766;ENSGALP00000044719;ENSGALP00000062478;,396371,396371
Gallus_gallus,YEATS4,ENSGALG00000029135,Others,-,771226,771226
Gallus_gallus,YY2,ENSGALG00000017388,zf-C2H2,ENSGALP00000028022;,423455,423455
Gallus_gallus,ZBED4,ENSGALG00000032659,zf-BED,ENSGALP00000057066;,417734,417734
Gallus_gallus,ZBTB11,ENSGALG00000015334,ZBTB,ENSGALP00000024702;ENSGALP00000024702;,418400,418400
Gallus_gallus,ZBTB14,ENSGALG00000038340,ZBTB,ENSGALP00000051800;ENSGALP00000051800;ENSGALP00000043813;ENSGALP00000043813;,396070,396070
Gallus_gallus,ZBTB17,ENSGALG00000035352,ZBTB,ENSGALP00000052675;ENSGALP00000052675;,396541,396541
Gallus_gallus,ZBTB18,ENSGALG00000010705,ZBTB,ENSGALP00000017393;ENSGALP00000017393;,428580,428580
Gallus_gallus,ZBTB2,ENSGALG00000012966,ZBTB,ENSGALP00000021121;ENSGALP00000021121;,421635,421635
Gallus_gallus,ZBTB20,ENSGALG00000015094,ZBTB,ENSGALP00000024300;ENSGALP00000024300;,-,100859265
Gallus_gallus,ZBTB21,ENSGALG00000016147,ZBTB,ENSGALP00000035919;,427986,427986
Gallus_gallus,ZBTB24,ENSGALG00000015231,ZBTB,ENSGALP00000024534;ENSGALP00000024534;,421763,421763
Gallus_gallus,ZBTB25,ENSGALG00000028942,ZBTB,ENSGALP00000042551;,423505,423505
Gallus_gallus,ZBTB26,ENSGALG00000042762,ZBTB,ENSGALP00000043764;ENSGALP00000043764;,417107,417107
Gallus_gallus,ZBTB32,ENSGALG00000038540,ZBTB,ENSGALP00000048567;ENSGALP00000048567;,419759,419759
Gallus_gallus,ZBTB33,ENSGALG00000008611,ZBTB,ENSGALP00000038290;ENSGALP00000038290;,422367,422367
Gallus_gallus,ZBTB34,ENSGALG00000023407,ZBTB,ENSGALP00000037868;ENSGALP00000037868;,417090,417090
Gallus_gallus,ZBTB37,ENSGALG00000004597,zf-C2H2,ENSGALP00000007304;,-,429073
Gallus_gallus,ZBTB38,ENSGALG00000036543,ZBTB,ENSGALP00000056722;ENSGALP00000056722;,424783,424783
Gallus_gallus,ZBTB39,ENSGALG00000035502,ZBTB,ENSGALP00000056475;ENSGALP00000056475;,100858734,100858734
Gallus_gallus,ZBTB43,ENSGALG00000000934,ZBTB,ENSGALP00000001370;ENSGALP00000001370;,417091,417091
Gallus_gallus,ZBTB44,ENSGALG00000001341,ZBTB,ENSGALP00000002045;ENSGALP00000002045;ENSGALP00000049509;,101751641,101751641
Gallus_gallus,ZBTB45,ENSGALG00000033174,ZBTB,ENSGALP00000047870;ENSGALP00000047870;,776930,776930
Gallus_gallus,ZBTB46,ENSGALG00000006062,ZBTB,ENSGALP00000009765;ENSGALP00000009765;,419259,419259
Gallus_gallus,ZBTB47,ENSGALG00000005287,zf-C2H2,ENSGALP00000008464;,-,428398
