"Chick_ENSEMBL","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000051842",NA,NA,NA,"No"
"ENSGALG00000051843",100859551,NA,NA,"No"
"ENSGALG00000051844",770237,652991,"SKOR2","Transcription Factor"
"ENSGALG00000051845",NA,NA,NA,"No"
"ENSGALG00000051846",112532221,NA,"U1","No"
"ENSGALG00000051847",NA,NA,NA,"No"
"ENSGALG00000051848",107050879,3798,"KIF5A","No"
"ENSGALG00000051849",NA,NA,NA,"No"
"ENSGALG00000051850",NA,NA,NA,"No"
"ENSGALG00000051851",NA,NA,NA,"No"
"ENSGALG00000051852",107053969,10343,"PKDREJ","No"
"ENSGALG00000051853",NA,NA,NA,"No"
"ENSGALG00000051854",112532892,NA,NA,"No"
"ENSGALG00000051855",NA,NA,NA,"No"
"ENSGALG00000051856",NA,NA,NA,"No"
"ENSGALG00000051857",NA,NA,NA,"No"
"ENSGALG00000051858",NA,NA,NA,"No"
"ENSGALG00000051859",NA,NA,NA,"No"
"ENSGALG00000051860",NA,NA,NA,"No"
"ENSGALG00000051861",NA,NA,NA,"No"
"ENSGALG00000051862",NA,NA,NA,"No"
"ENSGALG00000051863",NA,NA,"gga-mir-6644-1","No"
"ENSGALG00000051864",NA,NA,NA,"No"
"ENSGALG00000051865",NA,NA,NA,"No"
"ENSGALG00000051866",NA,NA,NA,"No"
"ENSGALG00000051867",NA,NA,NA,"No"
"ENSGALG00000051868",NA,NA,NA,"No"
"ENSGALG00000051869",107050650,5127,"CDK16","No"
"ENSGALG00000051870",NA,NA,NA,"No"
"ENSGALG00000051871",107049250,3626,"INHBC","No"
"ENSGALG00000051872",NA,NA,NA,"No"
"ENSGALG00000051873",NA,NA,NA,"No"
"ENSGALG00000051874",NA,NA,NA,"No"
"ENSGALG00000051875",NA,NA,NA,"No"
"ENSGALG00000051876",NA,NA,NA,"No"
"ENSGALG00000051877",112530821,NA,NA,"No"
"ENSGALG00000051878",NA,NA,NA,"No"
"ENSGALG00000051879",NA,NA,NA,"No"
"ENSGALG00000051880",NA,NA,NA,"No"
"ENSGALG00000051881",NA,NA,NA,"No"
"ENSGALG00000051882",424917,4585,"MUC4","No"
"ENSGALG00000051883",NA,NA,NA,"No"
"ENSGALG00000051884",NA,NA,NA,"No"
"ENSGALG00000051885",429109,7268,"TTC4","No"
"ENSGALG00000051886",NA,NA,NA,"No"
"ENSGALG00000051887",NA,NA,NA,"No"
"ENSGALG00000051888",NA,NA,NA,"No"
"ENSGALG00000051889",NA,NA,NA,"No"
"ENSGALG00000051890",NA,NA,NA,"No"
"ENSGALG00000051891",NA,NA,NA,"No"
"ENSGALG00000051892",NA,307,"ANXA4","No"
"ENSGALG00000051893",NA,NA,NA,"No"
"ENSGALG00000051894",NA,NA,NA,"No"
"ENSGALG00000051895",NA,50717,"DCAF8","No"
"ENSGALG00000051896",112532911,NA,NA,"No"
"ENSGALG00000051897",NA,NA,NA,"No"
"ENSGALG00000051898",NA,NA,NA,"No"
"ENSGALG00000051899",425270,373863,"DND1","No"
"ENSGALG00000051900",NA,NA,NA,"No"
"ENSGALG00000051901",NA,NA,NA,"No"
"ENSGALG00000051902",NA,NA,NA,"No"
"ENSGALG00000051903",NA,NA,NA,"No"
"ENSGALG00000051904",NA,57555,"NLGN2","No"
"ENSGALG00000051905",423205,54866,"PPP1R14D","No"
"ENSGALG00000051906",NA,NA,NA,"No"
"ENSGALG00000051907",NA,NA,NA,"No"
"ENSGALG00000051908",NA,NA,NA,"No"
"ENSGALG00000051909",NA,NA,NA,"No"
"ENSGALG00000051910",NA,NA,NA,"No"
"ENSGALG00000051911",NA,NA,NA,"No"
"ENSGALG00000051912",NA,NA,NA,"No"
"ENSGALG00000051913",NA,NA,NA,"No"
"ENSGALG00000051914",418813,NA,NA,"No"
"ENSGALG00000051915",NA,NA,NA,"No"
"ENSGALG00000051916",NA,NA,NA,"No"
"ENSGALG00000051917",NA,NA,NA,"No"
"ENSGALG00000051918",101747902,164118,"TTC24","No"
"ENSGALG00000051919",420261,79870,"BAALC","No"
"ENSGALG00000051920",NA,NA,NA,"No"
"ENSGALG00000051921",NA,NA,NA,"No"
"ENSGALG00000051922",NA,NA,NA,"No"
"ENSGALG00000051923",NA,NA,NA,"No"
"ENSGALG00000051924",NA,NA,NA,"No"
"ENSGALG00000051925",NA,NA,NA,"No"
"ENSGALG00000051926",NA,NA,NA,"No"
"ENSGALG00000051927",NA,NA,NA,"No"
"ENSGALG00000051928",NA,NA,NA,"No"
"ENSGALG00000051929",NA,NA,NA,"No"
"ENSGALG00000051930",NA,340260,"UNCX","Transcription Factor"
"ENSGALG00000051931",NA,NA,NA,"No"
"ENSGALG00000051932",NA,NA,NA,"No"
"ENSGALG00000051933",NA,NA,NA,"No"
"ENSGALG00000051934",NA,NA,NA,"No"
"ENSGALG00000051935",NA,NA,NA,"No"
"ENSGALG00000051936",NA,NA,NA,"No"
"ENSGALG00000051937",NA,NA,NA,"No"
"ENSGALG00000051938",NA,NA,NA,"No"
"ENSGALG00000051939",NA,NA,NA,"No"
"ENSGALG00000051940",NA,NA,NA,"No"
"ENSGALG00000051941",NA,NA,NA,"No"
"ENSGALG00000051942",100857382,NA,NA,"No"
"ENSGALG00000051943",NA,NA,NA,"No"
"ENSGALG00000051944",NA,NA,NA,"No"
"ENSGALG00000051945",NA,NA,NA,"No"
"ENSGALG00000051946",NA,NA,NA,"No"
"ENSGALG00000051947",107057641,80207,"OPA3","No"
"ENSGALG00000051948",NA,NA,NA,"No"
"ENSGALG00000051949",NA,NA,NA,"No"
"ENSGALG00000051950",NA,3904,"LAIR2","No"
"ENSGALG00000051951",NA,NA,NA,"No"
"ENSGALG00000051952",NA,NA,NA,"No"
"ENSGALG00000051953",NA,NA,NA,"No"
"ENSGALG00000051954",424313,375287,"RBM43","No"
"ENSGALG00000051955",NA,NA,NA,"No"
"ENSGALG00000051956",107057577,NA,NA,"No"
"ENSGALG00000051957",417725,5782,"PTPN12","No"
"ENSGALG00000051958",112530520,NA,NA,"No"
"ENSGALG00000051959",NA,NA,NA,"No"
"ENSGALG00000051960",NA,NA,NA,"No"
"ENSGALG00000051961",NA,NA,NA,"No"
"ENSGALG00000051962",NA,NA,NA,"No"
"ENSGALG00000051963",NA,NA,NA,"No"
"ENSGALG00000051964",NA,NA,NA,"No"
"ENSGALG00000051965",NA,NA,NA,"No"
"ENSGALG00000051966",NA,NA,NA,"No"
"ENSGALG00000051967",NA,NA,NA,"No"
"ENSGALG00000051968",NA,NA,NA,"No"
"ENSGALG00000051969",NA,NA,NA,"No"
"ENSGALG00000051970",NA,85452,"CFAP74","No"
"ENSGALG00000051971",NA,NA,NA,"No"
"ENSGALG00000051972",NA,NA,NA,"No"
"ENSGALG00000051973",NA,NA,NA,"No"
"ENSGALG00000051974",100859740,2204,"FCAR","No"
"ENSGALG00000051975",NA,NA,NA,"No"
"ENSGALG00000051976",NA,NA,NA,"No"
"ENSGALG00000051977",NA,NA,NA,"No"
"ENSGALG00000051978",NA,NA,NA,"No"
"ENSGALG00000051979",NA,NA,NA,"No"
"ENSGALG00000051980",NA,221981,"THSD7A","No"
"ENSGALG00000051981",NA,NA,NA,"No"
"ENSGALG00000051982",NA,NA,NA,"No"
"ENSGALG00000051983",107049895,25875,"LETMD1","No"
"ENSGALG00000051984",414845,NA,NA,"No"
"ENSGALG00000051985",NA,NA,NA,"No"
"ENSGALG00000051986",NA,NA,NA,"No"
"ENSGALG00000051987",NA,NA,NA,"No"
"ENSGALG00000051988",NA,NA,NA,"No"
"ENSGALG00000051989",NA,NA,NA,"No"
"ENSGALG00000051990",NA,79977,"GRHL2","Transcription Factor"
"ENSGALG00000051991",NA,NA,NA,"No"
"ENSGALG00000051992",424676,NA,"CYP2J23","No"
"ENSGALG00000051993",NA,23253,"ANKRD12","No"
"ENSGALG00000051994",NA,NA,NA,"No"
"ENSGALG00000051995",NA,NA,NA,"No"
"ENSGALG00000051996",NA,NA,NA,"No"
"ENSGALG00000051997",NA,NA,NA,"No"
"ENSGALG00000051998",NA,NA,NA,"No"
"ENSGALG00000051999",114483010,NA,"gga-mir-12218","No"
"ENSGALG00000052000",NA,NA,NA,"No"
"ENSGALG00000052001",NA,NA,NA,"No"
"ENSGALG00000052002",107050018,10535,"RNASEH2A","No"
"ENSGALG00000052003",NA,NA,NA,"No"
"ENSGALG00000052004",NA,NA,NA,"No"
"ENSGALG00000052005",NA,NA,NA,"No"
"ENSGALG00000052006",NA,NA,NA,"No"
"ENSGALG00000052007",NA,NA,NA,"No"
"ENSGALG00000052008",NA,NA,NA,"No"
"ENSGALG00000052009",107049467,NA,NA,"No"
"ENSGALG00000052010",NA,2204,"FCAR","No"
"ENSGALG00000052011",NA,NA,NA,"No"
"ENSGALG00000052012",NA,23253,"ANKRD12","No"
"ENSGALG00000052013",114482957,NA,"gga-mir-12208","No"
"ENSGALG00000052014",396457,5106,"PCK2","No"
"ENSGALG00000052015",NA,NA,NA,"No"
"ENSGALG00000052016",101751513,151,"ADRA2B","No"
"ENSGALG00000052017",NA,NA,NA,"No"
"ENSGALG00000052018",NA,NA,NA,"No"
"ENSGALG00000052019",430933,NA,NA,"No"
"ENSGALG00000052020",100858701,NA,"AvBD14","No"
"ENSGALG00000052021",NA,NA,NA,"No"
"ENSGALG00000052022",101750251,NA,NA,"No"
"ENSGALG00000052023",NA,NA,NA,"No"
"ENSGALG00000052024",112530095,NA,NA,"No"
"ENSGALG00000052025",107055229,NA,NA,"No"
"ENSGALG00000052026",770729,NA,NA,"No"
"ENSGALG00000052027",101748456,NA,NA,"No"
"ENSGALG00000052028",NA,NA,NA,"No"
"ENSGALG00000052029",NA,NA,NA,"No"
"ENSGALG00000052030",404299,221613,"H2A-VIII","No"
"ENSGALG00000052031",100315824,NA,"gga-mir-1757","No"
"ENSGALG00000052032",NA,NA,NA,"No"
"ENSGALG00000052033",NA,NA,NA,"No"
"ENSGALG00000052034",768995,NA,NA,"No"
"ENSGALG00000052035",100858728,NA,NA,"No"
"ENSGALG00000052036",NA,NA,NA,"No"
"ENSGALG00000052037",NA,65986,"ZBTB10","No"
"ENSGALG00000052038",NA,255374,"MBLAC1","No"
"ENSGALG00000052039",NA,NA,NA,"No"
"ENSGALG00000052040",NA,NA,NA,"No"
"ENSGALG00000052041",NA,NA,NA,"No"
"ENSGALG00000052042",NA,NA,NA,"No"
"ENSGALG00000052043",NA,NA,NA,"No"
"ENSGALG00000052044",769926,NA,"FK21","No"
"ENSGALG00000052045",NA,NA,NA,"No"
"ENSGALG00000052046",NA,NA,NA,"No"
"ENSGALG00000052047",NA,NA,NA,"No"
"ENSGALG00000052048",NA,NA,NA,"No"
"ENSGALG00000052049",NA,NA,NA,"No"
"ENSGALG00000052050",NA,NA,NA,"No"
"ENSGALG00000052051",770635,150678,"COPS9","No"
"ENSGALG00000052052",423959,118611,"C10orf90","No"
"ENSGALG00000052053",NA,NA,NA,"No"
"ENSGALG00000052054",NA,NA,NA,"No"
"ENSGALG00000052055",NA,NA,NA,"No"
"ENSGALG00000052056",NA,57146,"TMEM159","No"
"ENSGALG00000052057",NA,NA,NA,"No"
"ENSGALG00000052058",NA,NA,NA,"No"
"ENSGALG00000052059",NA,NA,NA,"No"
"ENSGALG00000052060",NA,NA,NA,"No"
"ENSGALG00000052061",NA,6854,"SYN2","No"
"ENSGALG00000052062",NA,NA,NA,"No"
"ENSGALG00000052063",NA,100505876,"CEBPZOS","No"
"ENSGALG00000052064",NA,64951,"MRPS24","No"
"ENSGALG00000052065",NA,NA,NA,"No"
"ENSGALG00000052066",NA,NA,NA,"No"
"ENSGALG00000052067",NA,NA,NA,"No"
"ENSGALG00000052068",NA,NA,NA,"No"
"ENSGALG00000052069",NA,NA,NA,"No"
"ENSGALG00000052070",NA,NA,NA,"No"
"ENSGALG00000052071",112530900,NA,NA,"No"
"ENSGALG00000052072",112531814,NA,NA,"No"
"ENSGALG00000052073",NA,NA,NA,"No"
"ENSGALG00000052074",NA,NA,NA,"No"
"ENSGALG00000052075",NA,1286,"COL4A4","No"
"ENSGALG00000052076",112530989,102724159,"FP565260.1","No"
"ENSGALG00000052077",NA,NA,NA,"No"
"ENSGALG00000052078",101409259,NA,"FK21","No"
"ENSGALG00000052079",NA,NA,NA,"No"
"ENSGALG00000052080",NA,NA,NA,"No"
"ENSGALG00000052081",NA,NA,NA,"No"
"ENSGALG00000052082",NA,NA,NA,"No"
"ENSGALG00000052083",NA,NA,NA,"No"
"ENSGALG00000052084",NA,NA,NA,"No"
"ENSGALG00000052085",NA,NA,NA,"No"
"ENSGALG00000052086",NA,NA,NA,"No"
"ENSGALG00000052087",NA,11117,"EMILIN1","No"
"ENSGALG00000052088",770846,119392,"SFR1","No"
"ENSGALG00000052089",NA,7407,"VARS1","No"
"ENSGALG00000052090",NA,NA,NA,"No"
"ENSGALG00000052091",NA,NA,NA,"No"
"ENSGALG00000052092",NA,3904,"LAIR2","No"
"ENSGALG00000052093",NA,NA,NA,"No"
"ENSGALG00000052094",NA,NA,NA,"No"
"ENSGALG00000052095",112530285,22985,"ACIN1","No"
"ENSGALG00000052096",NA,NA,NA,"No"
"ENSGALG00000052097",NA,NA,NA,"No"
"ENSGALG00000052098",NA,NA,NA,"No"
"ENSGALG00000052099",NA,NA,NA,"No"
"ENSGALG00000052100",NA,NA,NA,"No"
"ENSGALG00000052101",NA,NA,NA,"No"
"ENSGALG00000052102",NA,NA,NA,"No"
"ENSGALG00000052103",NA,NA,NA,"No"
"ENSGALG00000052104",NA,NA,NA,"No"
"ENSGALG00000052105",NA,3904,"LAIR2","No"
"ENSGALG00000052106",NA,NA,NA,"No"
"ENSGALG00000052107",NA,NA,NA,"No"
"ENSGALG00000052108",NA,NA,NA,"No"
"ENSGALG00000052109",NA,NA,NA,"No"
"ENSGALG00000052110",NA,NA,NA,"No"
"ENSGALG00000052111",NA,NA,NA,"No"
"ENSGALG00000052112",NA,NA,NA,"No"
"ENSGALG00000052113",NA,NA,NA,"No"
"ENSGALG00000052114",NA,NA,NA,"No"
"ENSGALG00000052115",NA,NA,NA,"No"
"ENSGALG00000052116",NA,NA,NA,"No"
"ENSGALG00000052117",NA,NA,NA,"No"
"ENSGALG00000052118",NA,NA,NA,"No"
"ENSGALG00000052119",NA,NA,NA,"No"
"ENSGALG00000052120",NA,NA,NA,"No"
"ENSGALG00000052121",NA,NA,"gga-mir-7461","No"
"ENSGALG00000052122",NA,2204,"FCAR","No"
"ENSGALG00000052123",NA,NA,NA,"No"
"ENSGALG00000052124",NA,NA,NA,"No"
"ENSGALG00000052125",NA,NA,NA,"No"
"ENSGALG00000052126",NA,NA,NA,"No"
"ENSGALG00000052127",NA,NA,NA,"No"
"ENSGALG00000052128",NA,NA,NA,"No"
"ENSGALG00000052129",NA,NA,NA,"No"
"ENSGALG00000052130",NA,NA,NA,"No"
"ENSGALG00000052131",NA,NA,NA,"No"
"ENSGALG00000052132",NA,NA,NA,"No"
"ENSGALG00000052133",NA,NA,NA,"No"
"ENSGALG00000052134",NA,NA,NA,"No"
"ENSGALG00000052135",NA,NA,NA,"No"
"ENSGALG00000052136",NA,NA,NA,"No"
"ENSGALG00000052137",NA,NA,NA,"No"
"ENSGALG00000052138",NA,NA,NA,"No"
"ENSGALG00000052139",NA,NA,NA,"No"
"ENSGALG00000052140",NA,10673,"TNFSF13B","No"
"ENSGALG00000052141",NA,3904,"LAIR2","No"
"ENSGALG00000052142",NA,NA,NA,"No"
"ENSGALG00000052143",NA,NA,NA,"No"
"ENSGALG00000052144",101747965,NA,NA,"No"
"ENSGALG00000052145",NA,NA,NA,"No"
"ENSGALG00000052146",770778,282616,"IFNL3A","No"
"ENSGALG00000052147",NA,NA,NA,"No"
"ENSGALG00000052148",NA,NA,NA,"No"
"ENSGALG00000052149",426957,NA,NA,"No"
"ENSGALG00000052150",NA,NA,NA,"No"
"ENSGALG00000052151",101748931,9518,"GDF15","No"
"ENSGALG00000052152",NA,22844,"FRMPD1","No"
"ENSGALG00000052153",NA,NA,NA,"No"
"ENSGALG00000052154",101747338,79142,"PHF23","No"
"ENSGALG00000052155",NA,NA,NA,"No"
"ENSGALG00000052156",107056277,NA,NA,"No"
"ENSGALG00000052157",NA,NA,NA,"No"
"ENSGALG00000052158",NA,NA,NA,"No"
"ENSGALG00000052159",NA,NA,NA,"No"
"ENSGALG00000052160",NA,NA,NA,"No"
"ENSGALG00000052161",112532271,NA,NA,"No"
"ENSGALG00000052162",429162,151742,"PPM1L","No"
"ENSGALG00000052163",114482214,NA,"gga-mir-12266-1","No"
"ENSGALG00000052164",NA,6936,"GCFC2","Transcription Factor"
"ENSGALG00000052165",NA,NA,NA,"No"
"ENSGALG00000052166",NA,NA,NA,"No"
"ENSGALG00000052167",NA,NA,NA,"No"
"ENSGALG00000052168",112530990,5127,"CDK16","No"
"ENSGALG00000052169",100857382,NA,NA,"No"
"ENSGALG00000052170",NA,NA,NA,"No"
"ENSGALG00000052171",NA,NA,NA,"No"
"ENSGALG00000052172",NA,NA,NA,"No"
"ENSGALG00000052173",NA,NA,NA,"No"
"ENSGALG00000052174",NA,NA,NA,"No"
"ENSGALG00000052175",NA,NA,NA,"No"
"ENSGALG00000052176",NA,NA,NA,"No"
"ENSGALG00000052177",NA,NA,NA,"No"
"ENSGALG00000052178",NA,NA,NA,"No"
"ENSGALG00000052179",NA,NA,NA,"No"
"ENSGALG00000052180",100857297,NA,NA,"No"
"ENSGALG00000052181",NA,NA,NA,"No"
"ENSGALG00000052182",NA,NA,NA,"No"
"ENSGALG00000052183",NA,79598,"CEP97","No"
"ENSGALG00000052184",NA,NA,NA,"No"
"ENSGALG00000052185",NA,NA,NA,"No"
"ENSGALG00000052186",NA,NA,NA,"No"
"ENSGALG00000052187",NA,NA,NA,"No"
"ENSGALG00000052188",NA,NA,NA,"No"
"ENSGALG00000052189",NA,NA,NA,"No"
"ENSGALG00000052190",NA,NA,NA,"No"
"ENSGALG00000052191",114483092,NA,"gga-mir-12231","No"
"ENSGALG00000052192",100859737,10376,"TUBA1B","No"
"ENSGALG00000052193",NA,NA,NA,"No"
"ENSGALG00000052194",NA,NA,NA,"No"
"ENSGALG00000052195",NA,11176,"BAZ2A","No"
"ENSGALG00000052196",112530215,10509,"SEMA4B","No"
"ENSGALG00000052197",NA,NA,NA,"No"
"ENSGALG00000052198",NA,NA,NA,"No"
"ENSGALG00000052199",107049207,6633,"SNRPD2","No"
"ENSGALG00000052200",NA,2,"A2M","No"
"ENSGALG00000052201",NA,NA,NA,"No"
"ENSGALG00000052202",100858931,56915,"EXOSC5","No"
"ENSGALG00000052203",NA,NA,NA,"No"
"ENSGALG00000052204",420275,56943,"ENY2","No"
"ENSGALG00000052205",NA,NA,NA,"No"
"ENSGALG00000052206",NA,NA,NA,"No"
"ENSGALG00000052207",NA,NA,NA,"No"
"ENSGALG00000052208",NA,9659,"PDE4DIP","No"
"ENSGALG00000052209",100858762,56832,"IFNK","No"
"ENSGALG00000052210",424753,55339,"WDR33","No"
"ENSGALG00000052211",NA,NA,NA,"No"
"ENSGALG00000052212",NA,NA,NA,"No"
"ENSGALG00000052213",112530674,10210,"TOPORS","No"
"ENSGALG00000052214",NA,NA,NA,"No"
"ENSGALG00000052215",NA,NA,NA,"No"
"ENSGALG00000052216",NA,NA,NA,"No"
"ENSGALG00000052217",NA,NA,NA,"No"
"ENSGALG00000052218",101748426,83983,"TSSK6","No"
"ENSGALG00000052219",NA,NA,NA,"No"
"ENSGALG00000052220",NA,NA,NA,"No"
"ENSGALG00000052221",NA,NA,NA,"No"
"ENSGALG00000052222",NA,NA,NA,"No"
"ENSGALG00000052223",416774,29799,"YPEL1","No"
"ENSGALG00000052224",NA,NA,NA,"No"
"ENSGALG00000052225",NA,NA,NA,"No"
"ENSGALG00000052226",NA,NA,NA,"No"
"ENSGALG00000052227",NA,NA,NA,"No"
"ENSGALG00000052228",NA,NA,"gga-mir-7479-1","No"
"ENSGALG00000052229",NA,NA,NA,"No"
"ENSGALG00000052230",NA,NA,NA,"No"
"ENSGALG00000052231",NA,NA,NA,"No"
"ENSGALG00000052232",NA,NA,NA,"No"
"ENSGALG00000052233",NA,NA,NA,"No"
"ENSGALG00000052234",NA,NA,NA,"No"
"ENSGALG00000052235",NA,NA,NA,"No"
"ENSGALG00000052236",NA,NA,NA,"No"
"ENSGALG00000052237",101750644,NA,NA,"No"
"ENSGALG00000052238",NA,NA,NA,"No"
"ENSGALG00000052239",NA,NA,NA,"No"
"ENSGALG00000052240",768783,7726,"TRIM26","No"
"ENSGALG00000052241",102465361,NA,"gga-mir-6619","No"
"ENSGALG00000052242",NA,NA,NA,"No"
"ENSGALG00000052243",414833,NA,"CYP2C18","No"
"ENSGALG00000052244",112531552,NA,NA,"No"
"ENSGALG00000052245",NA,NA,NA,"No"
"ENSGALG00000052246",NA,NA,NA,"No"
"ENSGALG00000052247",NA,NA,NA,"No"
"ENSGALG00000052248",NA,NA,NA,"No"
"ENSGALG00000052249",NA,NA,NA,"No"
"ENSGALG00000052250",NA,148738,"HJV","No"
"ENSGALG00000052251",NA,57701,"NCKAP5L","No"
"ENSGALG00000052252",NA,339829,"CCDC39","No"
"ENSGALG00000052253",NA,NA,NA,"No"
"ENSGALG00000052254",NA,NA,NA,"No"
"ENSGALG00000052255",NA,NA,NA,"No"
"ENSGALG00000052256",NA,NA,NA,"No"
"ENSGALG00000052257",NA,NA,NA,"No"
"ENSGALG00000052258",NA,NA,NA,"No"
"ENSGALG00000052259",NA,NA,NA,"No"
"ENSGALG00000052260",NA,NA,NA,"No"
"ENSGALG00000052261",NA,NA,NA,"No"
"ENSGALG00000052262",395115,3741,"KCNA5","No"
"ENSGALG00000052263",NA,NA,NA,"No"
"ENSGALG00000052264",NA,NA,NA,"No"
"ENSGALG00000052265",NA,163479,"FNDC7","No"
"ENSGALG00000052266",NA,NA,NA,"No"
"ENSGALG00000052267",NA,NA,NA,"No"
"ENSGALG00000052268",107055368,170463,"SSBP4","No"
"ENSGALG00000052269",NA,NA,NA,"No"
"ENSGALG00000052270",NA,3904,"LAIR2","No"
"ENSGALG00000052271",429039,151295,"SLC23A3","No"
"ENSGALG00000052272",NA,NA,NA,"No"
"ENSGALG00000052273",NA,NA,NA,"No"
"ENSGALG00000052274",NA,NA,NA,"No"
"ENSGALG00000052275",NA,NA,NA,"No"
"ENSGALG00000052276",NA,NA,NA,"No"
"ENSGALG00000052277",NA,NA,NA,"No"
"ENSGALG00000052278",NA,NA,NA,"No"
"ENSGALG00000052279",NA,NA,NA,"No"
"ENSGALG00000052280",423311,25938,"HEATR5A","No"
"ENSGALG00000052281",NA,NA,NA,"No"
"ENSGALG00000052282",NA,NA,NA,"No"
"ENSGALG00000052283",NA,NA,NA,"No"
"ENSGALG00000052284",404299,221613,"H2A-VIII","No"
"ENSGALG00000052285",771880,925,"CD8A","No"
"ENSGALG00000052286",NA,4245,"MGAT1","No"
"ENSGALG00000052287",107055227,NA,NA,"No"
"ENSGALG00000052288",NA,NA,NA,"No"
"ENSGALG00000052289",NA,NA,"gga-mir-7479-2","No"
"ENSGALG00000052290",NA,NA,NA,"No"
"ENSGALG00000052291",NA,NA,NA,"No"
"ENSGALG00000052292",NA,NA,NA,"No"
"ENSGALG00000052293",NA,NA,NA,"No"
"ENSGALG00000052294",NA,NA,NA,"No"
"ENSGALG00000052295",NA,NA,NA,"No"
"ENSGALG00000052296",420082,399664,"MEX3D","No"
"ENSGALG00000052297",NA,NA,NA,"No"
"ENSGALG00000052298",100858099,6524,"SLC5A2","No"
"ENSGALG00000052299",NA,NA,NA,"No"
"ENSGALG00000052300",NA,NA,NA,"No"
"ENSGALG00000052301",114483474,NA,"gga-mir-12274","No"
"ENSGALG00000052302",425735,NA,NA,"No"
"ENSGALG00000052303",NA,NA,NA,"No"
"ENSGALG00000052304",NA,NA,NA,"No"
"ENSGALG00000052305",NA,NA,NA,"No"
"ENSGALG00000052306",NA,NA,NA,"No"
"ENSGALG00000052307",430848,54913,"RPP25","No"
"ENSGALG00000052308",NA,NA,NA,"No"
"ENSGALG00000052309",NA,NA,NA,"No"
"ENSGALG00000052310",NA,NA,"gga-mir-7479-3","No"
"ENSGALG00000052311",NA,NA,NA,"No"
"ENSGALG00000052312",NA,NA,NA,"No"
"ENSGALG00000052313",NA,NA,NA,"No"
"ENSGALG00000052314",NA,NA,NA,"No"
"ENSGALG00000052315",NA,NA,NA,"No"
"ENSGALG00000052316",NA,NA,NA,"No"
"ENSGALG00000052317",NA,NA,NA,"No"
"ENSGALG00000052318",NA,NA,NA,"No"
"ENSGALG00000052319",NA,NA,NA,"No"
"ENSGALG00000052320",NA,NA,NA,"No"
"ENSGALG00000052321",NA,NA,NA,"No"
"ENSGALG00000052322",NA,NA,NA,"No"
"ENSGALG00000052323",NA,NA,NA,"No"
"ENSGALG00000052324",NA,NA,NA,"No"
"ENSGALG00000052325",NA,NA,NA,"No"
"ENSGALG00000052326",428585,359948,"IRF2BP2","No"
"ENSGALG00000052327",NA,NA,NA,"No"
"ENSGALG00000052328",NA,1501,"CTNND2","No"
"ENSGALG00000052329",112530296,8799,"PEX11B","No"
"ENSGALG00000052330",100858765,NA,NA,"No"
"ENSGALG00000052331",NA,NA,NA,"No"
"ENSGALG00000052332",NA,NA,NA,"No"
"ENSGALG00000052333",NA,23352,"UBR4","No"
"ENSGALG00000052334",NA,NA,NA,"No"
"ENSGALG00000052335",NA,NA,NA,"No"
"ENSGALG00000052336",NA,NA,NA,"No"
"ENSGALG00000052337",NA,NA,NA,"No"
"ENSGALG00000052338",100310814,NA,"SELENOW","No"
"ENSGALG00000052339",NA,NA,NA,"No"
"ENSGALG00000052340",NA,NA,NA,"No"
"ENSGALG00000052341",100858331,NA,NA,"No"
"ENSGALG00000052342",NA,NA,NA,"No"
"ENSGALG00000052343",NA,NA,NA,"No"
"ENSGALG00000052344",NA,NA,NA,"No"
"ENSGALG00000052345",NA,6936,"GCFC2","Transcription Factor"
"ENSGALG00000052346",NA,NA,NA,"No"
"ENSGALG00000052347",NA,NA,"IGLV3-27","No"
"ENSGALG00000052348",NA,2677,"GGCX","No"
"ENSGALG00000052349",NA,NA,NA,"No"
"ENSGALG00000052350",NA,NA,NA,"No"
"ENSGALG00000052351",NA,NA,NA,"No"
"ENSGALG00000052352",NA,NA,NA,"No"
"ENSGALG00000052353",NA,NA,NA,"No"
"ENSGALG00000052354",770637,6651,"SON","No"
"ENSGALG00000052355",107054443,201626,"PDE12","No"
"ENSGALG00000052356",NA,NA,NA,"No"
"ENSGALG00000052357",NA,3904,"LAIR2","No"
"ENSGALG00000052358",NA,NA,NA,"No"
"ENSGALG00000052359",NA,NA,NA,"No"
"ENSGALG00000052360",NA,NA,NA,"No"
"ENSGALG00000052361",NA,NA,NA,"No"
"ENSGALG00000052362",NA,NA,NA,"No"
"ENSGALG00000052363",NA,NA,NA,"No"
"ENSGALG00000052364",NA,NA,NA,"No"
"ENSGALG00000052365",NA,NA,NA,"No"
"ENSGALG00000052366",100858618,NA,NA,"No"
"ENSGALG00000052367",NA,NA,NA,"No"
"ENSGALG00000052368",NA,NA,NA,"No"
"ENSGALG00000052369",NA,NA,NA,"No"
"ENSGALG00000052370",NA,NA,NA,"No"
"ENSGALG00000052371",107050833,NA,NA,"No"
"ENSGALG00000052372",NA,NA,NA,"No"
"ENSGALG00000052373",NA,2204,"FCAR","No"
"ENSGALG00000052374",NA,11063,"SOX30","Transcription Factor"
"ENSGALG00000052375",NA,NA,NA,"No"
"ENSGALG00000052376",NA,3823,"KLRC3","No"
"ENSGALG00000052377",NA,NA,NA,"No"
"ENSGALG00000052378",NA,NA,NA,"No"
"ENSGALG00000052379",NA,NA,NA,"No"
