# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr11_19816965_19818286	NAV2 (+104029), DBX1 (+342987)
chr2_67589081_67589792	ETAA1 (+192118), C1D (+473546)
chr15_101637761_101638437	PCSK6 (-148260), TM2D3 (+14268)
chr8_37909855_37910270	RAB11FIP1 (-10609), GOT1L1 (+30066)
chr14_71167468_71168071	SIPA1L1 (-361555), PCNX1 (+260365)
chr10_23971143_23971926	KIAA1217 (-237629), OTUD1 (+532077)
chr16_10786538_10787137	TVP23A (+31947), NUBP1 (+42993)
chr12_112792225_112792771	RPH3A (+843)
chr9_33708420_33709146	NOL6 (-234853), PRSS3 (-41734)
chr13_93609320_93610043	GPC6 (+382840), DCT (+870000)
chr9_130259107_130259454	HMCN2 (-6601), NCS1 (+86703)
chr4_24544374_24545077	PPARGC1A (-654649), DHX15 (+39824)
chr15_56783467_56783895	TCF12 (-134942), ZNF280D (-50092)
chr10_9415295_9415817	NONE
chr16_27428443_27428810	IL21R (+26465), GTF3C1 (+121279)
chr10_70254997_70255662	PPA1 (-21903), NPFFR1 (+28346)
chr6_12429705_12430300	PHACTR1 (-286802), EDN1 (+139640)
chr9_80384802_80385279	TLE4 (+812426)
chr4_54262400_54262894	KIT (-395271), PDGFRA (+33550)
chr1_183320841_183321573	NMNAT2 (+97395), LAMC2 (+134919)
chr10_54394476_54394966	PCDH15 (+406570)
chr1_222737191_222737720	DISP1 (-190968), BROX (+24903)
chr4_177987841_177988425	AGA (-545630)
chr4_132492075_132492396	PCDH10 (-657079)
chr15_86986808_86987343	AGBL1 (+843354)
chr3_4107377_4107736	SETMAR (-195747), LRRN1 (+308120)
chr10_23111086_23111534	PTF1A (-81017), MSRB2 (+15804)
chr10_23373670_23374351	OTUD1 (-65447), C10orf67 (-29166)
chr12_46561737_46562333	SLC38A2 (-189168), SLC38A4 (+263962)
chr4_71028731_71029289	SLC4A4 (-158276), DCK (+35571)
chr15_51655498_51656043	DMXL2 (-33136), SCG3 (-25582)
chr8_34675062_34675529	UNC5D (-560161)
chr7_121049225_121050348	WNT16 (-279216), CPED1 (+61110)
chr11_18388069_18388581	LDHA (-7941), GTF2H1 (+65729)
chr3_38487_39095	CHL1 (-157805)
chr18_72209077_72209794	CBLN2 (+335103)
chr3_190710662_190711061	GMNC (+151753), IL1RAP (+196760)
chr21_32735423_32735953	SYNJ1 (-7640), PAXBP1 (+36170)
chr2_44235995_44236427	SLC3A1 (-39249), PPM1B (+67334)
chr12_127538352_127539003	TMEM132C (-728725)
chr2_108133473_108133873	SULT1C3 (-113522), SLC5A7 (+147134)
chr14_36229388_36229892	MBIP (+91036), BRMS1L (+403322)
chr12_19597412_19597902	PDE3A (-771588), AEBP2 (+157983)
chr6_94050624_94050991	EPHA7 (-631282)
chr3_100451267_100451819	TOMM70 (-50145), TMEM45A (-41076)
chr7_122719130_122719529	RNF148 (-16363), CADPS2 (+167027)
chr4_105966856_105967603	AIMP1 (-349277), NPNT (+71789)
chr7_158292175_158292734	PTPRN2 (+295224), DNAJB6 (+955489)
chr7_26022459_26022879	NPVF (-794183), NFE2L3 (-129571)
chr6_115492968_115493647	FRK (+567450)
chr11_119983410_119983743	NECTIN1 (-254493), TRIM29 (+154876)
chr18_63138098_63139236	BCL2 (+181461), PHLPP1 (+423217)
chr7_6559843_6560405	ZDHHC4 (-17381), GRID2IP (-8688)
chr4_157896213_157897076	FAM198B (+276405), GRIA2 (+675927)
chr8_104283598_104284181	DCSTAMP (-55936), RIMS2 (+783142)
chr2_126019167_126019700	GYPC (-636499)
chr1_205870452_205871059	PM20D1 (-20639), SLC26A9 (+72704)
chr1_61301053_61301744	NFIA (+219537), TM2D1 (+423742)
chr4_138316832_138317635	NOCT (-698555), SLC7A11 (-74885)
chr7_129126298_129126845	ENSG00000230626 (+54)
chr1_107477089_107477549	NTNG1 (+336499), VAV3 (+487825)
chr18_79752000_79753124	KCNG2 (-111106), CTDP1 (+72761)
chr20_43404782_43405146	PTPRT (-214995), SRSF6 (-52964)
chr4_66293527_66294073	EPHA5 (-623305)
chr4_186536288_186536591	ENSG00000272297 (+18888), F11 (+270495)
chr18_8931154_8931679	NDUFV2 (-171213), MTCL1 (+214046)
chr4_120994327_120994909	PRDM5 (-71769), NDNF (+77900)
chr6_34736835_34737231	C6orf106 (-40186), SNRPC (-20373)
chr1_61539650_61540312	TM2D1 (+185160), NFIA (+458119)
chr6_47457154_47457600	TNFRSF21 (-147472), CD2AP (-20412)
chr10_68081619_68082403	MYPN (-27226), HERC4 (-6728)
chr3_162669393_162670090	NONE
chr1_237867516_237867855	ZP4 (+23236), RYR2 (+825481)
chr13_28048994_28049465	URAD (-60576), FLT3 (+51362)
chr20_11411846_11412354	JAG1 (-737993), BTBD3 (-478728)
chr7_155266810_155267355	INSIG1 (-30693), HTR5A (+196759)
chr3_164124057_164124538	SI (+954197)
chr7_131972202_131972725	PODXL (-415857), PLXNA4 (+604837)
chr2_53878444_53879069	GPR75-ASB3 (-18597), PSME4 (+92083)
chr13_80857945_80858457	SPRY2 (-518542)
chr10_12360411_12361001	CAMK1D (+11224), CCDC3 (+640991)
chr9_134975361_134975900	OLFM1 (-112108), FCN1 (-57668)
chr3_73164585_73165049	PPP4R2 (+168032), PDZRN3 (+460123)
chr11_33133479_33133944	CSTF3 (+27753), TCP11L1 (+94295)
chr11_129402769_129403206	TMEM45B (-412831), BARX2 (+27048)
chr5_133546450_133546857	FSTL4 (+65910), HSPA4 (+494692)
chrX_267930_270647	PLCXD1 (-11903)
chr3_164018329_164019013	NONE
chr12_7251167_7252025	ACSM4 (-52688), PEX5 (+61751)
chr5_97096058_97096898	LIX1 (+46394), LNPEP (+161014)
chr9_27366959_27367446	IFNK (-157111), EQTN (-70064)
chrX_2803302_2803717	GYG2 (-25312), XG (+51458)
chr6_142188126_142188690	ADGRG6 (-113521), VTA1 (+41178)
chr2_67337271_67337599	ETAA1 (-59884), MEIS1 (+902035)
chr1_189628814_189629221	BRINP3 (+848864)
chr10_125555190_125555738	CTBP2 (-527574), EDRF1 (-164112)
chr2_8936126_8936736	KIDINS220 (-98806), MBOAT2 (+67382)
chr11_46765647_46766069	F2 (+46678), CKAP5 (+80371)
chr5_65992132_65993022	SREK1 (-151641), ERBIN (+65804)
chr8_21613420_21613963	GFRA2 (+175118)
chr7_54978753_54979128	SEC61G (-218967), EGFR (-40160)
chr4_92714394_92715085	GRID2 (+411118)
chr3_13972351_13973125	WNT7A (-92617), CHCHD4 (+152132)
chr1_214917311_214917668	KCNK2 (-165746), CENPF (+314295)
chr5_13578544_13579092	DNAH5 (+365725)
chr1_66712636_66713308	TCTEX1D1 (-39488), SGIP1 (+178690)
chr5_129255873_129256525	ADAMTS19 (-204211), ISOC1 (+161448)
chr12_102933260_102933575	ASCL1 (-24268), PAH (-15815)
chr2_120498603_120499213	GLI2 (-293501), INHBB (+152765)
chr1_50183507_50184265	ELAVL4 (+77621), DMRTA2 (+239614)
chr2_171244722_171245066	DCAF17 (-189357), TLK1 (-84061)
chr18_76599661_76600520	ZNF236 (-222516), ZNF516 (-104901)
chr21_25338001_25338872	MRPL39 (+269080)
chr12_38961740_38962473	CPNE8 (-56476), KIF21A (+480879)
chr1_114024863_114025310	OLFML3 (+45644), SYT6 (+127830)
chr4_87955679_87956164	SPP1 (-19766), MEPE (+123005)
chr16_77855984_77857121	CLEC3A (-165962), VAT1L (+68023)
chr4_167876185_167876663	SPOCK3 (-641837), ANXA10 (-216091)
chr1_180213511_180214061	LHX4 (-16500), QSOX1 (+58952)
chr14_37037122_37037786	SLC25A21 (+135412), PAX9 (+375589)
chr18_55013772_55014308	CCDC68 (-54532), TCF4 (+621987)
chr3_977285_977793	CNTN6 (-115037), CHL1 (+780943)
chr8_4192010_4192666	CSMD1 (+802634)
chr16_29320021_29320561	NPIPB11 (+83738), LAT (+335465)
chr4_38610942_38611460	KLF3 (-52995), PTTG2 (+650766)
chr5_92050972_92051343	ARRDC3 (-667799)
chr17_56167560_56168036	NOG (-425901), PCTP (+416704)
chr13_62212291_62212693	PCDH20 (-796970)
chr3_486556_486847	CNTN6 (-605874), CHL1 (+290106)
chr7_93639980_93640562	CALCR (-65541), TFPI2 (+250720)
chr12_64362851_64363407	C12orf66 (-140864), XPOT (-41221)
chr11_128926626_128926999	C11orf45 (-21116), TP53AIP1 (+16114)
chr2_191905441_191905850	CAVIN2 (-58391), TMEFF2 (+290063)
chr12_90321505_90321876	ATP2B1 (-612860), CCER1 (+633485)
chr3_163107323_163108021	NONE
chr3_106453965_106454768	CBLB (-585324)
chr15_72728377_72729034	BBS4 (+42519), ADPGK (+55079)
chr7_64959345_64959698	ZNF117 (+31514), ZNF273 (+56275)
chr7_141731496_141731966	SSBP1 (-6876), WEE2 (+23378)
chr4_188458327_188458705	TRIML1 (+319097)
chr8_96123999_96124415	C8orf37 (-855006), GDF6 (+36585)
chr4_165751468_165751984	TLL1 (-121532), CPE (+372784)
chr6_162488438_162488842	PACRG (-238492)
chr22_33887008_33887466	SYN3 (-828865), LARGE1 (+33184)
chr15_40076876_40077229	SRP14 (-37865), BMF (+31821)
chr15_89424112_89424510	POLG (-89464), RHCG (+72302)
chr2_61326242_61326775	USP34 (+144260), AHSA2 (+148980)
chr6_6651418_6651788	RREB1 (-456205), LY86 (+63495)
chr3_113966286_113966616	QTRT2 (-90284), ZDHHC23 (+18550)
chr6_4883375_4883965	CDYL (+107235), RPP40 (+120377)
chr6_86811533_86812646	HTR1E (-125216)
chr5_62197531_62198101	KIF2A (-108636), ZSWIM6 (+865543)
chrX_47302273_47303068	ZNF157 (-67912), USP11 (+69805)
chr2_60497150_60497582	BCL11A (+56132)
chr18_37845527_37846131	CELF4 (-279792)
chr8_18750564_18751264	PSD3 (+262772), NAT2 (+359669)
chr11_14715864_14716879	PDE3B (+72649), CYP2R1 (+175880)
chr7_116181704_116182379	TFEC (-151301), TES (-28451)
chr4_55925357_55925949	CEP135 (-23328), EXOC1 (+72037)
chr1_165737833_165738302	ALDH9A1 (-39205), TMCO1 (+30854)
chr2_132605539_132605924	LYPD1 (+64473), GPR39 (+189158)
chr12_119218807_119219246	CCDC60 (-115685), HSPB8 (+40385)
chr11_21323781_21324264	ANO5 (-869153), NELL1 (+654452)
chr10_131357419_131358037	PPP2R2D (-542916)
chr10_70962102_70962477	UNC5B (-250280), PCBD1 (-73506)
chr14_56248570_56248913	TMEM260 (-331051), PELI2 (+130367)
chr8_82192245_82192824	SNX16 (-350249)
chr3_191895466_191895910	PYDC2 (+434525), FGF12 (+513361)
chr1_119844254_119844744	REG4 (-32919), ADAM30 (+51996)
chr8_53775378_53776415	OPRK1 (-524200), ATP6V1H (+67365)
chr2_148752012_148752457	KIF5C (-123015), EPC2 (+107251)
chr9_115898432_115898922	PAPPA (-255127), DEC1 (+756859)
chr4_139578446_139578868	MGST2 (-87111), SETD7 (-21883)
chr5_86387200_86387538	COX7C (-230587)
chr3_191671747_191672472	PYDC2 (+210947), FGF12 (+736939)
chr12_131880561_131881235	ULK1 (-13753), MMP17 (+52505)
chr3_108377455_108378091	HHLA2 (+75288), MYH15 (+151549)
chr15_47885038_47885535	SLC24A5 (-235685), SEMA6D (+166798)
chr4_73369550_73370014	ANKRD17 (-110997), ALB (-34457)
chr20_62272145_62272568	ADRM1 (-29736), OSBPL2 (+33872)
chr16_11809889_11810453	ZC3H7A (-27619), RSL1D1 (+41414)
chr2_16791762_16792573	FAM49A (-126334), RAD51AP2 (+726271)
chr20_30316007_30317199	DEFB115 (-941061)
chr8_72127852_72128291	KCNB2 (-409319), TRPA1 (-52455)
chr3_146781031_146781808	PLSCR5 (-175204), ZIC4 (+622864)
chr4_47414400_47414843	COMMD8 (+49097), GABRB1 (+383262)
chr7_118792528_118793308	ANKRD7 (+568242)
chr2_124039114_124039457	CNTNAP5 (+13999)
chr1_169576567_169577113	SLC19A2 (-90837), F5 (+9748)
chr17_11825732_11826214	ZNF18 (+171399), DNAH9 (+227542)
chr6_127214501_127215122	RNF146 (-51798), RSPO3 (+96208)
chr1_174678742_174679287	CACYBP (-320718), GPR52 (+230904)
chr4_161856943_161857296	FSTL5 (+306915)
chr10_13400602_13400929	SEPHS1 (-52469), BEND7 (+102210)
chr2_213998953_213999636	VWC2L (-411770), SPAG16 (+714906)
chr18_12819759_12820089	CEP76 (-117150), PTPN2 (+64311)
chr7_106905509_106906147	PRKAR2B (-138821), PIK3CG (+40349)
chr15_45743044_45743735	SQOR (+108650)
chr2_64288577_64288934	LGALSL (-165336), PELI1 (-144302)
chr4_154234728_154235336	SFRP2 (-445912), DCHS2 (+156265)
chr17_29789424_29789833	CORO6 (-166730), SSH2 (+140464)
chr2_154441043_154441390	KCNJ3 (-257082), GALNT13 (+496719)
chr18_77733397_77733848	GALR1 (+483074)
chrX_5644682_5645042	NLGN4X (+584001)
chr16_81912518_81913027	SDR42E1 (+98715), PLCG2 (+133515)
chr3_135728160_135728565	PPP2R3A (-237310), EPHB1 (+933101)
chr4_165986950_165987428	TLL1 (+113931)
chr13_39438225_39438727	LHFPL6 (+164695), NHLRC3 (+400158)
chr1_48718250_48718751	SPATA6 (-246328), BEND5 (+58417)
chr20_46995354_46995960	EYA2 (+101033), ZMYND8 (+361040)
chr4_25901790_25902573	SEL1L3 (-39223), SMIM20 (-12022)
chr4_25244718_25245525	ZCCHC4 (-67664), PI4K2B (+11147)
chr6_81696143_81696735	FAM46A (+56269)
chr8_3893620_3894117	NONE
chr15_35189889_35190470	NANOGP8 (-105070), DPH6 (+355988)
chr1_71540612_71540966	ZRANB2 (-459492), NEGR1 (+741945)
chr2_5191002_5191396	SOX11 (-501468)
chr19_28392119_28392448	UQCRFS1 (+821257)
chr10_27344649_27345112	ACBD5 (-104066), PTCHD3 (+69487)
chr3_157368344_157368747	CCNL1 (-208333), PTX3 (-68243)
chrX_147020224_147020847	FMR1 (-891516)
chr20_7377547_7378015	HAO1 (+562693), BMP2 (+610117)
chr2_178556394_178556915	PLEKHA3 (+76187), TTN (+250768)
chr1_174569236_174569618	CACYBP (-430306), GPR52 (+121316)
chr5_43177868_43178375	NIM1K (-14730), ZNF131 (+56614)
chr2_56159749_56160341	EFEMP1 (-235906)
chr10_104989701_104990252	SORCS3 (+348876)
chr17_49641829_49642418	SPOP (+35986), NXPH3 (+66266)
chr8_109319925_109320322	ENY2 (-14200), TRHR (+233503)
chr5_142908378_142908999	ARHGAP26 (+138305), NR3C1 (+495000)
chrX_113470123_113470579	AMOT (-647225)
chr3_185874078_185874514	IGF2BP2 (-49284), TRA2B (+63840)
chr4_84927501_84927933	WDFY3 (+38674), CDS1 (+344738)
chr11_93560316_93560951	CEP295 (-101005), SMCO4 (-17126)
chr5_166032528_166032964	NONE
chr9_111003292_111003705	LPAR1 (+34544), MUSK (+334728)
chr9_23797798_23798239	ELAVL2 (+28046)
chr6_148179516_148180052	SASH1 (-162809), STXBP5 (+975251)
chrX_122196240_122196692	GRIA3 (-987777)
chr12_32666101_32666509	DNM1L (-12982), FGD4 (+131981)
chr10_24866727_24867422	ARHGAP21 (-143407), PRTFDC1 (+85529)
chr9_30116775_30117524	NONE
chrX_142269239_142270057	MAGEC2 (-64358)
chr18_45958946_45959534	EPG5 (+8034), SIGLEC15 (+133728)
chr3_112896979_112897646	CD200R1L (-51363), CD200R1 (+77809)
chr13_95870485_95870932	UGGT2 (+182674), DNAJC3 (+193570)
chr10_131860861_131861239	PPP2R2D (-39594)
chr4_185924300_185924847	PDLIM3 (-389066), SORBS2 (+32078)
chr5_81180548_81181185	CKMT2 (-52457), RASGRF2 (+220195)
chr6_151001553_151001869	AKAP12 (-238288), MTHFD1L (+136032)
chr9_131892906_131893388	RAPGEF1 (-183426), MED27 (+186761)
chr1_91633486_91633907	CDC7 (+132589), TGFBR3 (+252582)
chr12_83559545_83560024	TMTC2 (+872905)
chr16_14353442_14353840	PARN (+276626), MKL2 (+282319)
chr11_5144441_5145254	OR52A5 (-6597), OR52A1 (+9909)
chr14_99300215_99300814	BCL11B (-29287), SETD3 (+180364)
chr21_25717654_25718089	GABPA (-16698), JAM2 (+78600)
chr7_82305453_82305826	HGF (-535442), CACNA2D1 (+138158)
chr20_2200567_2201045	TGM3 (-95195), STK35 (+99195)
chr2_51505649_51505949	NRXN1 (-473400)
chr17_67635914_67636822	NOL11 (-81465), PITPNC1 (+258213)
chr17_51873452_51873923	CA10 (+285039), UTP18 (+613160)
chr3_110016107_110016724	DPPA4 (-678844)
chr5_102131012_102132223	SLCO4C1 (+164931)
chr17_49809645_49810179	KAT7 (+21357), TAC4 (+38105)
chr20_23764761_23765307	CST1 (-14097), CST2 (+61697)
chr9_130281766_130282170	ASS1 (-162994), HMCN2 (+16086)
chr12_123553507_123554126	TMED2 (-30714), RILPL1 (-20099)
chr17_52255223_52255800	CA10 (-96785)
chr2_140073810_140074669	NONE
chr5_107975766_107976135	FER (-771871), EFNA5 (-305056)
chr7_34392078_34392643	NPSR1 (-266048), BMPER (+487450)
chr7_127123086_127123536	GRM8 (+129983)
chr6_149551618_149552193	GINM1 (-14388), PPIL4 (-5868)
chr10_67476320_67476697	CTNNA3 (+219660), LRRTM3 (+550503)
chr4_102882783_102883332	CISD2 (+14080), SLC9B1 (+136681)
chrX_22338719_22339067	DDX53 (-661068), ZNF645 (+65950)
chr11_132824421_132824936	OPCML (+118992), NTM (+913217)
chr3_26658755_26659385	LRRC3B (+36264), NEK10 (+710351)
chr7_129881244_129882099	UBE2H (+71277), NRF1 (+251594)
chr18_38635771_38636315	NONE
chr3_108015018_108015410	CD47 (+75800), BBX (+492238)
chr1_42613328_42613915	PPIH (-44803), CCDC30 (+78733)
chr4_152514257_152514722	GATB (-753467), FBXW7 (+21611)
chr4_110683894_110684503	PITX2 (-61096)
chr2_160914254_160914655	RBMS1 (-420661), TANK (-245842)
chr5_166144781_166145687	NONE
chr17_54345643_54346073	TOM1L1 (-554655), KIF2B (+522957)
chr21_17781448_17782162	BTG3 (-168961), C21orf91 (+37581)
chr13_58497030_58497418	PCDH17 (+865412)
chrX_100484953_100485390	TNMD (-99630), PCDH19 (-74899)
chr5_129116995_129117411	ADAMTS19 (-343207), ISOC1 (+22452)
chr2_3416497_3417200	TRAPPC12 (+37163), ADI1 (+102887)
chr5_88722242_88723054	TMEM161B (-453818), MEF2C (+181405)
chr5_127320434_127320865	PRRC1 (-197006), MEGF10 (+29791)
chr17_65683490_65683829	AXIN2 (-122013), CEP112 (+508209)
chr4_76640465_76641085	SEPT11 (-309062), SHROOM3 (+205675)
chrX_135331554_135332085	CT55 (-160422), ZNF75D (+12267)
chr8_14557051_14557874	SGCZ (+680876), C8orf48 (+990620)
chr3_160340273_160340853	SMC4 (-58741), C3orf80 (+115067)
chr17_28233204_28233694	TMEM97 (-85646), NLK (+191293)
chr2_119718001_119718708	PTPN4 (-41276), TMEM177 (+39188)
chr2_14140156_14140695	NONE
chr10_66717679_66718202	LRRTM3 (-208065)
chr21_31721137_31722019	SCAF4 (+10497), SOD1 (+61956)
chr13_42849077_42849715	DNAJC15 (-173807), TNFSF11 (+275243)
chr7_24916556_24917123	DFNA5 (-158727), OSBPL3 (+63348)
chr6_128723707_128724030	PTPRK (-203393), LAMA2 (-159328)
chr18_67568118_67568466	DSEL (-51312)
chr1_100233665_100234273	LRRC39 (-55696), DBT (+15865)
chr5_22122366_22122880	CDH12 (+730999)
chr4_100196545_100197177	DDIT4L (-6393), EMCN (+321232)
chr8_78683418_78683808	ZC2HC1A (+17566), IL7 (+121910)
chr8_110202236_110203024	KCNV1 (-226783)
chr16_63628758_63629463	NONE
chr13_62274391_62274906	PCDH20 (-859127)
chr7_34308829_34309364	NPSR1 (-349312), BMPER (+404186)
chr9_128173812_128174260	C9orf16 (+13776), CIZ1 (+17903)
chrX_135406151_135406978	ZNF449 (+61769), CT45A3 (+357879)
chr7_102900792_102901144	LRRC17 (-12023), FAM185A (+151760)
chr4_119529740_119530248	FABP2 (-207604), PDE5A (+98997)
chr14_70301417_70301956	SLC8A3 (-112617), COX16 (+58044)
chr10_74575230_74575671	KAT6B (-251174), ADK (+424222)
chr3_4308909_4309418	SETMAR (+5860), SUMF1 (+158117)
chr12_79573766_79574360	PAWR (+117034), SYT1 (+709394)
chr7_122736273_122736791	RNF148 (-33565), CADPS2 (+149825)
chr18_46184308_46184857	RNF165 (-149641), C18orf25 (+10556)
chr2_195760005_195760454	SLC39A10 (+103483), DNAH7 (+308582)
chr1_117286245_117286602	MAN1A2 (-81025), VTCN1 (-75490)
chr14_64997294_64997861	FNTB (+10858), MAX (+104892)
chr3_34183612_34184291	PDCD6IP (+385381)
chr2_44271309_44271753	SLC3A1 (-3929)
chr8_80001351_80001747	HEY1 (-233692), MRPS28 (+28722)
chr3_1186739_1187170	CNTN6 (+94379)
chr2_54289944_54290674	SPTBN1 (-165976), TSPYL6 (-34037)
chr3_41577648_41578024	CTNNB1 (+378397), ULK4 (+384594)
chr7_48133323_48133682	ABCA13 (-37957), UPP1 (+44859)
chr2_54582236_54583059	EML6 (-141894), SPTBN1 (+126363)
chr4_16942216_16943537	LDB2 (-44068), QDPR (+569357)
chr20_9963082_9963408	PAK5 (-124204), ANKEF1 (-71804)
chr3_99854669_99855259	CMSS1 (+37130), FILIP1L (+259549)
chr3_96653376_96653804	EPHA6 (-160996), MTRNR2L12 (-35354)
chr5_145432896_145433649	PRELID2 (+402031)
chr15_27714588_27715098	OCA2 (+384515), GABRG3 (+743561)
chr1_199959583_199960239	NR5A2 (-67691)
chr3_61571839_61572748	PTPRG (+10383), FEZF2 (+801221)
chr2_211881373_211881839	ERBB4 (+657235)
chr3_84943079_84943867	CADM2 (-783009)
chr12_118596816_118597705	SRRM4 (-384234), SUDS3 (+220881)
chr16_46844165_46844544	GPT2 (-40023), C16orf87 (-12944)
chr14_77786118_77786588	SNW1 (-25197), ADCK1 (-13730)
chr5_7663695_7664211	FASTKD3 (+205049), ADCY2 (+267745)
chr7_10950764_10951215	PHF14 (-22882), NDUFA4 (-10734)
chr4_103752930_103753396	TACR3 (-33347), CXXC4 (+741731)
chr2_117156156_117156762	DDX18 (-658191)
chr2_237612278_237612694	LRRFIP1 (-79853), RAB17 (-21393)
chr18_2794234_2794557	EMILIN2 (-52634), SMCHD1 (+138658)
chr6_154770309_154771075	TIAM2 (-62005), SCAF8 (+37314)
chr3_101131715_101132190	ABI3BP (-138438), IMPG2 (+188607)
chr8_16993827_16994149	MSR1 (-801273), FGF20 (+8193)
chr4_175033144_175033632	ADAM29 (+115030), GPM6A (+968944)
chr11_46512241_46512788	CHRM4 (-125907), AMBRA1 (+81506)
chr12_14821428_14822150	SMCO3 (-7607), ART4 (+21706)
chr1_243746876_243747154	AKT3 (+96267), SDCCAG8 (+490959)
chr7_23722581_23722990	NPY (-561402), STK31 (+12619)
chr4_119999061_119999554	PDE5A (-370317), MAD2L1 (+67766)
chr12_57386280_57386892	INHBC (-48174), R3HDM2 (-45104)
chr3_24348325_24348736	THRB (+146291), NR1D2 (+403271)
chr13_49018849_49019373	MLNR (-201227), FNDC3A (+42502)
chr11_23406142_23406520	SVIP (-576466)
chr13_84817024_84817398	SLITRK1 (-934818), SLITRK6 (+982277)
chr15_26640070_26640432	ATP10A (-777043), GABRB3 (+132823)
chr3_80307731_80308210	ROBO1 (-540156)
chr5_89673143_89673446	MEF2C (-769242), CETN3 (+736462)
chr3_83617182_83617714	NONE
chr2_58558787_58559253	FANCL (-317670)
chr2_4933211_4933667	SOX11 (-759228)
chr9_580529_581375	DMRT1 (-260738), KANK1 (+76257)
chrX_39070876_39071248	MID1IP1 (+269630)
chr7_130865518_130866143	MKLN1 (-462029), KLF14 (-131770)
chrY_15510160_15511514	NLGN4Y (+987091)
chr1_28594730_28595085	RAB42 (+2708), TAF12 (+48097)
chr1_190792760_190793475	BRINP3 (-315236)
chr6_155623524_155624181	NOX3 (-167950)
chr9_22658475_22659059	DMRTA1 (+211926)
chr2_86323333_86323754	REEP1 (+14539), MRPL35 (+124087)
chr4_58456615_58457064	NONE
chr13_75780056_75780435	LMO7 (+143588)
chr18_42339427_42340504	PIK3C3 (+384760), RIT2 (+775725)
chr14_72179240_72179806	RGS6 (+247084), DPF3 (+713126)
chr14_97747364_97747752	VRK1 (+950254)
chr12_18297875_18298266	PIK3C2G (+36531), PLCZ1 (+439986)
chr3_24866367_24866882	RARB (-561686), THRB (-371803)
chr6_53746647_53747126	KLHL31 (-81179), LRRC1 (-48093)
chr11_26977105_26977564	SLC5A12 (-255311), FIBIN (-16849)
chr6_50257234_50257695	TFAP2D (-456363), DEFB112 (-208814)
chr4_18417962_18418857	LCORL (-396550)
chr2_231768249_231768639	PDE6D (+12865), PTMA (+59928)
chr6_162163760_162164364	AGPAT4 (-890001), PACRG (-563070)
chr22_45436743_45437279	FBLN1 (-65880), RIBC2 (+23320)
chr11_92317344_92317835	FAT3 (-34951)
chr18_10287949_10288481	APCDD1 (-166413), VAPA (+374153)
chr4_48675211_48676037	FRYL (+104675), ZAR1 (+185372)
chr17_66855145_66855571	CACNG4 (-109552), CACNG5 (+20241)
chr12_15017729_15018191	PDE6H (+44938), RERG (+203457)
chr11_107625125_107625674	ELMOD1 (+34170), SLN (+94293)
chr2_213923523_213924040	VWC2L (-487283), SPAG16 (+639393)
chr4_181089117_181089627	NONE
chr18_54860074_54860422	RAB27B (+32049), CCDC68 (+99260)
chr5_61187561_61188155	ZSWIM6 (-144415), SMIM15 (-25384)
chr4_163614890_163615218	TMA16 (+120593), MARCH1 (+768996)
chr8_1658001_1658583	CLN8 (-105412), DLGAP2 (+156926)
chr13_79198092_79198466	RNF219 (-539100), RBM26 (+207942)
chr4_163414363_163414824	TKTL2 (+59152), NPY5R (+70492)
chr11_128764574_128765029	FLI1 (+71032), KCNJ1 (+77732)
chr21_16316536_16316924	USP25 (+586705)
chr14_103449710_103450068	MARK3 (+64369), CKB (+73222)
chr8_122803004_122803373	ZHX2 (+21795), DERL1 (+239234)
chr4_62080371_62080877	ADGRL3 (+878482)
chr18_2310712_2311251	METTL4 (+260504)
chrX_129255598_129255966	SMARCA1 (+267623)
chr1_245705775_245706107	KIF26B (+550956), SMYD3 (+801316)
chr7_121059913_121060770	WNT16 (-268661), CPED1 (+71665)
chr7_107068003_107068398	HBP1 (-100814), PRKAR2B (+23552)
chr3_112824670_112825161	CCDC80 (-183647), CD200R1L (+21034)
chr8_85354687_85355197	CA1 (+24072), CA13 (+109415)
chrX_46710970_46711395	SLC9A7 (+47989), CHST7 (+137399)
chr19_21624300_21624867	ZNF429 (+119020), ZNF100 (+143044)
chr3_24476003_24476613	THRB (+18514), NR1D2 (+531048)
chr22_39893448_39893904	GRAP2 (-7406), CACNA1I (+322923)
chr5_98343144_98343694	RGMB (-425876)
chr8_28335797_28336375	PNOC (+18954), ZNF395 (+50380)
chr1_169217968_169218456	ATP1B1 (+112515), NME7 (+149755)
chr4_20884829_20885421	PACRGL (+184712)
chr3_5133391_5133848	EDEM1 (-54053), ARL8B (+11400)
chr13_42855389_42856078	DNAJC15 (-167469), TNFSF11 (+281581)
chr4_131011933_131012452	NONE
chr17_29847699_29848100	CORO6 (-225001), SSH2 (+82193)
chr1_192151295_192151681	RGS18 (-6969)
chr10_81728568_81729082	NRG3 (-146489)
chr2_168780752_168781633	NOSTRIN (-16958), CERS6 (+324944)
chr8_11031578_11032161	PINX1 (-191994), XKR6 (+169496)
chr10_124296063_124296503	CHST15 (-202676), OAT (+122653)
chr18_8362010_8362405	RAB12 (-247237), PTPRM (+795426)
chr12_32344160_32344543	FGD4 (-189972), BICD1 (+237123)
chr1_110992286_110992827	CEPT1 (-147070), LRIF1 (-28478)
